Year,Organization,Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ)
2023,City of Toronto,1823.9,Not Available
2023,City of Toronto,1803.7,Not Available
2023,City of Toronto,9783.2,Not Available
2023,City of Toronto,667222.5,133.7
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,44930.8,Not Available
2023,City of Toronto,15773.2,Not Available
2023,City of Toronto,1432.7,Not Available
2023,City of Toronto,143990.9,499.3
2023,City of Toronto,10549.4,Not Available
2023,City of Toronto,392099.5,548.7
2023,City of Toronto,10172.7,Not Available
2023,City of Toronto,17659,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,34690.5,Not Available
2023,City of Toronto,31678.5,455
2023,City of Toronto,5294.9,Not Available
2023,City of Toronto,282874.3,Not Available
2023,City of Toronto,101575.8,209.2
2023,City of Toronto,24867.6,Not Available
2023,City of Toronto,3011.8,Not Available
2023,City of Toronto,1900.1,Not Available
2023,City of Toronto,80065.2,134
2023,City of Toronto,3.8,Not Available
2023,City of Toronto,54083.3,284.2
2023,City of Toronto,10912.1,Not Available
2023,City of Toronto,13516,Not Available
2023,City of Toronto,53537.6,331.3
2023,City of Toronto,4509.2,Not Available
2023,City of Toronto,28429,202.3
2023,City of Toronto,5112.5,Not Available
2023,City of Toronto,22742.9,Not Available
2023,City of Toronto,27856.4,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3290.2,Not Available
2023,City of Toronto,3719.9,Not Available
2023,City of Toronto,6312.9,Not Available
2023,City of Toronto,2921.8,0
2023,City of Toronto,273.2,Not Available
2023,City of Toronto,61642.4,304.9
2023,City of Toronto,2408.4,Not Available
2023,City of Toronto,648018.1,1915.6
2023,City of Toronto,58697.4,Not Available
2023,City of Toronto,591.8,Not Available
2023,City of Toronto,917.6,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,1510.6,Not Available
2023,City of Toronto,7710.8,Not Available
2023,City of Toronto,25760.2,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,16313.7,Not Available
2023,City of Toronto,7810.3,Not Available
2023,City of Toronto,66507.9,Not Available
2023,City of Toronto,0,Not Available
2023,City of Toronto,6035.6,Not Available
2023,City of Toronto,130.7,Not Available
2023,City of Toronto,4525.5,Not Available
2023,City of Toronto,696147.3,1450.4
2023,City of Toronto,3623.2,Not Available
2023,City of Toronto,45206.9,Not Available
2023,City of Toronto,9166.8,Not Available
2023,City of Toronto,270007.9,Not Available
2023,City of Toronto,33239.5,Not Available
2023,City of Toronto,678.7,Not Available
2023,City of Toronto,81606.4,Not Available
2023,City of Toronto,46098,114.7
2023,City of Toronto,1580,Not Available
2023,City of Toronto,48232.1,3.5
2023,City of Toronto,4702.8,Not Available
2023,City of Toronto,48.4,Not Available
2023,City of Toronto,15699.9,Not Available
2023,City of Toronto,70343.6,Not Available
2023,City of Toronto,356320.9,33.4
2023,City of Toronto,134091.7,826.3
2023,City of Toronto,21226.2,Not Available
2023,City of Toronto,43622.7,Not Available
2023,City of Toronto,15.6,Not Available
2023,City of Toronto,52307.7,Not Available
2023,City of Toronto,47073.8,0
2023,City of Toronto,2536.2,Not Available
2023,City of Toronto,42461.9,Not Available
2023,City of Toronto,333043.9,152.1
2023,City of Toronto,65569.7,Not Available
2023,City of Toronto,23705.3,242.2
2023,City of Toronto,18160.5,Not Available
2023,City of Toronto,1360,Not Available
2023,City of Toronto,27086.8,Not Available
2023,City of Toronto,32395.3,Not Available
2023,City of Toronto,7799.5,Not Available
2023,City of Toronto,1754.3,Not Available
2023,City of Toronto,152797,92.9
2023,City of Toronto,30424,Not Available
2023,City of Toronto,108274.1,883
2023,City of Toronto,47150.8,Not Available
2023,City of Toronto,186287.2,355.7
2023,City of Toronto,6606.6,Not Available
2023,City of Toronto,5697.5,Not Available
2023,City of Toronto,2995.8,Not Available
2023,City of Toronto,8477.9,Not Available
2023,City of Toronto,10.6,Not Available
2023,City of Toronto,2813.8,Not Available
2023,City of Toronto,64218.3,104.4
2023,City of Toronto,726438.9,236.8
2023,City of Toronto,8243.5,Not Available
2023,City of Toronto,56932.8,265.1
2023,City of Toronto,5743.6,Not Available
2023,City of Toronto,15378,Not Available
2023,City of Toronto,1088.7,Not Available
2023,City of Toronto,4378,Not Available
2023,City of Toronto,4237.7,Not Available
2023,City of Toronto,10653833.7,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,1681.4,Not Available
2023,City of Toronto,10607,Not Available
2023,City of Toronto,6230.1,Not Available
2023,City of Toronto,47291.8,0
2023,City of Toronto,5025.2,Not Available
2023,City of Toronto,5581.3,Not Available
2023,City of Toronto,1111.2,Not Available
2023,City of Toronto,338055,Not Available
2023,City of Toronto,241986,848.6
2023,City of Toronto,1339.7,Not Available
2023,City of Toronto,17692.6,Not Available
2023,City of Toronto,4525.7,Not Available
2023,City of Toronto,4332.5,Not Available
2023,City of Toronto,18024.7,Not Available
2023,City of Toronto,210450.9,Not Available
2023,City of Toronto,8374.4,Not Available
2023,City of Toronto,Not Available,158.6
2023,City of Toronto,6818.4,Not Available
2023,City of Toronto,1724.8,Not Available
2023,City of Toronto,2889.5,Not Available
2023,City of Toronto,9608.1,Not Available
2023,City of Toronto,236037.7,474.6
2023,City of Toronto,2086.6,Not Available
2023,City of Toronto,2597.4,Not Available
2023,City of Toronto,8948.8,Not Available
2023,City of Toronto,6312.9,Not Available
2023,City of Toronto,18837.4,Not Available
2023,City of Toronto,8907.4,Not Available
2023,City of Toronto,53437.1,463.8
2023,City of Toronto,12799.9,Not Available
2023,City of Toronto,1630.6,Not Available
2023,City of Toronto,30554.2,120.6
2023,City of Toronto,12345.2,Not Available
2023,City of Toronto,5728,Not Available
2023,City of Toronto,21011.3,Not Available
2023,City of Toronto,5562.2,0.1
2023,City of Toronto,77533.4,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,2141,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,550.5,Not Available
2023,City of Toronto,2.1,Not Available
2023,City of Toronto,17992.4,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,53598.3,206.9
2023,City of Toronto,450.9,Not Available
2023,City of Toronto,16624.3,Not Available
2023,City of Toronto,68647.5,Not Available
2023,City of Toronto,246.1,Not Available
2023,City of Toronto,1803.7,Not Available
2023,City of Toronto,4467.2,Not Available
2023,City of Toronto,123244.6,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,7920.3,46.5
2023,City of Toronto,7219.1,Not Available
2023,City of Toronto,16128.2,Not Available
2023,City of Toronto,30301.7,147.9
2023,City of Toronto,5289.7,Not Available
2023,City of Toronto,2789.8,Not Available
2023,City of Toronto,34486.3,Not Available
2023,City of Toronto,575056.1,259.7
2023,City of Toronto,45277.5,Not Available
2023,City of Toronto,226372.6,Not Available
2023,City of Toronto,17921.5,0
2023,City of Toronto,904393.5,Not Available
2023,City of Toronto,Not Available,409.1
2023,City of Toronto,4969.3,Not Available
2023,City of Toronto,23563.2,Not Available
2023,City of Toronto,1441.2,Not Available
2023,City of Toronto,8109.2,Not Available
2023,City of Toronto,13160.2,Not Available
2023,City of Toronto,134851.8,Not Available
2023,City of Toronto,324925.9,951.8
2023,City of Toronto,7386.1,Not Available
2023,City of Toronto,1306,Not Available
2023,City of Toronto,68122.9,Not Available
2023,City of Toronto,101132,Not Available
2023,City of Toronto,3651.3,Not Available
2023,City of Toronto,12642.3,Not Available
2023,City of Toronto,12281.2,Not Available
2023,City of Toronto,4755.7,Not Available
2023,City of Toronto,416567.9,Not Available
2023,City of Toronto,120974.9,210.6
2023,City of Toronto,694,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,6737.5,Not Available
2023,City of Toronto,666.3,Not Available
2023,City of Toronto,5763,Not Available
2023,City of Toronto,8118.2,Not Available
2023,City of Toronto,1323.5,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,6473.8,Not Available
2023,City of Toronto,9315.9,183.2
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,988.4,Not Available
2023,City of Toronto,2132.7,Not Available
2023,City of Toronto,4285.2,Not Available
2023,City of Toronto,1311,Not Available
2023,City of Toronto,3251.3,Not Available
2023,City of Toronto,46624,Not Available
2023,City of Toronto,14074,Not Available
2023,City of Toronto,13250.3,Not Available
2023,City of Toronto,6763.8,Not Available
2023,City of Toronto,16086.6,Not Available
2023,City of Toronto,358875.8,Not Available
2023,City of Toronto,23962.8,248.2
2023,City of Toronto,1292.4,Not Available
2023,City of Toronto,70047.4,Not Available
2023,City of Toronto,554186.7,1775.2
2023,City of Toronto,884412.3,Not Available
2023,City of Toronto,912877,2690.4
2023,City of Toronto,4457,Not Available
2023,City of Toronto,2937.9,Not Available
2023,City of Toronto,6198.7,Not Available
2023,City of Toronto,26446.2,Not Available
2023,City of Toronto,72527.4,520.7
2023,City of Toronto,1352.8,Not Available
2023,City of Toronto,11723.9,Not Available
2023,City of Toronto,1352.8,Not Available
2023,City of Toronto,24617.9,Not Available
2023,City of Toronto,19418.5,Not Available
2023,City of Toronto,3911,Not Available
2023,City of Toronto,8043.6,Not Available
2023,City of Toronto,233223.6,364.3
2023,City of Toronto,10452.9,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,241214.8,241.9
2023,City of Toronto,9487.6,Not Available
2023,City of Toronto,409988.8,246.8
2023,City of Toronto,0.2,Not Available
2023,City of Toronto,22119.9,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,4549.9,Not Available
2023,City of Toronto,1803.7,Not Available
2023,City of Toronto,872.5,Not Available
2023,City of Toronto,423199.7,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,73.7,Not Available
2023,City of Toronto,51547.6,404.5
2023,City of Toronto,29501,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,156463.8,Not Available
2023,City of Toronto,713478.4,2409.9
2023,City of Toronto,338145,91.4
2023,City of Toronto,1492.5,Not Available
2023,City of Toronto,11609.3,Not Available
2023,City of Toronto,248374.3,55.9
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,4813.1,Not Available
2023,City of Toronto,44817.3,Not Available
2023,City of Toronto,10681.2,84.7
2023,City of Toronto,75410.8,413.6
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,72347.2,Not Available
2023,City of Toronto,219063.1,Not Available
2023,City of Toronto,89654.3,Not Available
2023,City of Toronto,2292.4,Not Available
2023,City of Toronto,19764.5,Not Available
2023,City of Toronto,848.9,Not Available
2023,City of Toronto,261136.6,Not Available
2023,City of Toronto,2849.4,Not Available
2023,City of Toronto,450.9,Not Available
2023,City of Toronto,13590.6,Not Available
2023,City of Toronto,85058.6,189.2
2023,City of Toronto,5425.7,Not Available
2023,City of Toronto,11168.3,Not Available
2023,City of Toronto,17631.1,Not Available
2023,City of Toronto,14329.8,Not Available
2023,City of Toronto,1330.1,Not Available
2023,City of Toronto,11103.7,Not Available
2023,City of Toronto,1529.6,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,136664,Not Available
2023,City of Toronto,1085.9,Not Available
2023,City of Toronto,4664,Not Available
2023,City of Toronto,202977.7,260
2023,City of Toronto,30042.2,240.3
2023,City of Toronto,1239.4,Not Available
2023,City of Toronto,7810.1,Not Available
2023,City of Toronto,41682.8,347.8
2023,City of Toronto,96897.6,777.8
2023,City of Toronto,19298.1,177.2
2023,City of Toronto,11979.1,Not Available
2023,City of Toronto,5862,Not Available
2023,City of Toronto,5029.7,Not Available
2023,City of Toronto,5000.4,Not Available
2023,City of Toronto,1230.2,Not Available
2023,City of Toronto,17248,Not Available
2023,City of Toronto,1803.7,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,3063.7,Not Available
2023,City of Toronto,15995.6,Not Available
2023,City of Toronto,13746.4,425.3
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,659,Not Available
2023,City of Toronto,6305.3,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,6258.5,Not Available
2023,City of Toronto,19940.6,Not Available
2023,City of Toronto,208350.1,44.3
2023,City of Toronto,553416.3,1950.2
2023,City of Toronto,Not Available,39
2023,City of Toronto,186016.6,432.1
2023,City of Toronto,539359.2,3982.8
2023,City of Toronto,19132.9,Not Available
2023,City of Toronto,2059.5,Not Available
2023,City of Toronto,6702.7,Not Available
2023,City of Toronto,1152.7,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3103.6,Not Available
2023,City of Toronto,93156.6,513.6
2023,City of Toronto,30949.6,Not Available
2023,City of Toronto,2254.6,Not Available
2023,City of Toronto,30879.2,167.3
2023,City of Toronto,167822.2,326.3
2023,City of Toronto,13551.9,Not Available
2023,City of Toronto,29084,Not Available
2023,City of Toronto,39934.7,Not Available
2023,City of Toronto,64975.6,Not Available
2023,City of Toronto,13200.7,210.6
2023,City of Toronto,77610.4,Not Available
2023,City of Toronto,19109.3,Not Available
2023,City of Toronto,69,Not Available
2023,City of Toronto,10979.2,Not Available
2023,City of Toronto,3607.4,Not Available
2023,City of Toronto,46906.1,242.1
2023,City of Toronto,227786.5,0
2023,City of Toronto,42008.1,Not Available
2023,City of Toronto,975,Not Available
2023,City of Toronto,27856.3,Not Available
2023,City of Toronto,26320.9,Not Available
2023,City of Toronto,5797,Not Available
2023,City of Toronto,25630.4,Not Available
2023,City of Toronto,555476.9,Not Available
2023,City of Toronto,14438.8,Not Available
2023,City of Toronto,922.5,Not Available
2023,City of Toronto,166279.1,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3778.2,Not Available
2023,City of Toronto,71042.1,Not Available
2023,City of Toronto,46569.7,Not Available
2023,City of Toronto,5708.7,Not Available
2023,City of Toronto,87.5,Not Available
2023,City of Toronto,4955.6,Not Available
2023,City of Toronto,11814.1,Not Available
2023,City of Toronto,52004,0.6
2023,City of Toronto,32686.6,Not Available
2023,City of Toronto,Not Available,0
2023,City of Toronto,222458,208.2
2023,City of Toronto,12283.5,Not Available
2023,City of Toronto,593.9,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,31432.8,346.8
2023,City of Toronto,302894.7,59.1
2023,City of Toronto,18923.1,Not Available
2023,City of Toronto,34459.4,Not Available
2023,City of Toronto,1,Not Available
2023,City of Toronto,Not Available,594.4
2023,City of Toronto,373579.8,1355.8
2023,City of Toronto,1495.6,Not Available
2023,City of Toronto,283926.7,460.6
2023,City of Toronto,Not Available,355.2
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,62474.7,Not Available
2023,City of Toronto,232799,517.9
2023,City of Toronto,4621.4,Not Available
2023,City of Toronto,111.9,Not Available
2023,City of Toronto,19895.5,Not Available
2023,City of Toronto,50691.5,Not Available
2023,City of Toronto,28729.5,152.3
2023,City of Toronto,5853.3,Not Available
2023,City of Toronto,4139.9,Not Available
2023,City of Toronto,901.8,Not Available
2023,City of Toronto,3607.4,Not Available
2023,City of Toronto,63128.9,Not Available
2023,City of Toronto,4763.8,395.7
2023,City of Toronto,356424.6,Not Available
2023,City of Toronto,30439,Not Available
2023,City of Toronto,1239.8,Not Available
2023,City of Toronto,44393.2,Not Available
2023,City of Toronto,162783,Not Available
2023,City of Toronto,48387.2,Not Available
2023,City of Toronto,3256.4,Not Available
2023,City of Toronto,2630.4,Not Available
2023,City of Toronto,46955.9,1044.2
2023,City of Toronto,38895.6,Not Available
2023,City of Toronto,10326.3,4.2
2023,City of Toronto,47280.2,472
2023,City of Toronto,1010.8,Not Available
2023,City of Toronto,726036.3,7.7
2023,City of Toronto,10223.5,Not Available
2023,City of Toronto,12371.1,Not Available
2023,City of Toronto,3090.8,Not Available
2023,City of Toronto,1999.5,Not Available
2023,City of Toronto,555093.6,Not Available
2023,City of Toronto,7330.9,Not Available
2023,City of Toronto,78729.7,Not Available
2023,City of Toronto,5864.9,Not Available
2023,City of Toronto,13561.8,Not Available
2023,City of Toronto,364340,Not Available
2023,City of Toronto,2519.6,Not Available
2023,City of Toronto,2453.2,Not Available
2023,City of Toronto,8792.9,Not Available
2023,City of Toronto,531.6,Not Available
2023,City of Toronto,6225.2,Not Available
2023,City of Toronto,1929.5,Not Available
2023,City of Toronto,7068.1,Not Available
2023,City of Toronto,535.8,Not Available
2023,City of Toronto,1595.1,Not Available
2023,City of Toronto,2475,Not Available
2023,City of Toronto,429775.1,Not Available
2023,City of Toronto,4807.6,Not Available
2023,City of Toronto,2317.2,Not Available
2023,City of Toronto,1012.8,Not Available
2023,City of Toronto,23506.2,Not Available
2023,City of Toronto,4267.4,Not Available
2023,City of Toronto,4483.1,Not Available
2023,City of Toronto,3925.6,Not Available
2023,City of Toronto,11957.5,Not Available
2023,City of Toronto,6496.9,Not Available
2023,City of Toronto,2103.9,Not Available
2023,City of Toronto,1792.7,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3504.6,Not Available
2023,City of Toronto,3404.4,Not Available
2023,City of Toronto,2279.6,Not Available
2023,City of Toronto,29073.2,Not Available
2023,City of Toronto,3645.4,Not Available
2023,City of Toronto,4577.9,Not Available
2023,City of Toronto,19540.4,Not Available
2023,City of Toronto,2694.5,Not Available
2023,City of Toronto,12585,Not Available
2023,City of Toronto,16748.9,0
2023,City of Toronto,4736.7,Not Available
2023,City of Toronto,3505.8,Not Available
2023,City of Toronto,55979.5,251.9
2023,City of Toronto,3261.9,Not Available
2023,City of Toronto,8696.1,Not Available
2023,City of Toronto,5210.5,Not Available
2023,City of Toronto,4230.2,Not Available
2023,City of Toronto,25897.8,Not Available
2023,City of Toronto,2749.6,Not Available
2023,City of Toronto,4372.7,Not Available
2023,City of Toronto,2690.5,Not Available
2023,City of Toronto,2681.6,Not Available
2023,City of Toronto,27770.8,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3868.8,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3438.8,Not Available
2023,City of Toronto,838,Not Available
2023,City of Toronto,3609.2,Not Available
2023,City of Toronto,9029.3,Not Available
2023,City of Toronto,8239.2,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,5292.3,Not Available
2023,City of Toronto,1214356.9,Not Available
2023,City of Toronto,3907.1,Not Available
2023,City of Toronto,102641.4,Not Available
2023,City of Toronto,213924.7,Not Available
2023,City of Toronto,16034.5,Not Available
2023,City of Toronto,3712.7,Not Available
2023,City of Toronto,2514.5,Not Available
2023,City of Toronto,12807.1,Not Available
2023,City of Toronto,2200.4,Not Available
2023,City of Toronto,524349,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,541238.7,Not Available
2023,City of Toronto,2921315.2,94.1
2023,City of Toronto,1,Not Available
2023,City of Toronto,3734.3,Not Available
2023,City of Toronto,18019.4,Not Available
2023,City of Toronto,7582.3,Not Available
2023,City of Toronto,505047.3,124
2023,City of Toronto,9082.9,Not Available
2023,City of Toronto,25462.4,Not Available
2023,City of Toronto,52302.4,Not Available
2023,City of Toronto,4849.4,Not Available
2023,City of Toronto,1516.4,Not Available
2023,City of Toronto,294871.8,Not Available
2023,City of Toronto,2031811.1,Not Available
2023,City of Toronto,7874.5,Not Available
2023,City of Toronto,5364.2,Not Available
2023,City of Toronto,8376.1,Not Available
2023,City of Toronto,5194.4,Not Available
2023,City of Toronto,21125.3,Not Available
2023,City of Toronto,8670.1,Not Available
2023,City of Toronto,6174,Not Available
2023,City of Toronto,7292,Not Available
2023,City of Toronto,15716.8,Not Available
2023,City of Toronto,0,Not Available
2023,City of Toronto,4327.1,Not Available
2023,City of Toronto,8323.3,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,3643.3,Not Available
2023,City of Toronto,3527.9,Not Available
2023,City of Toronto,8305.8,Not Available
2023,City of Toronto,390756.6,Not Available
2023,City of Toronto,6210.1,Not Available
2023,City of Toronto,1454.4,Not Available
2023,City of Toronto,7490.5,Not Available
2023,City of Toronto,4451.1,Not Available
2023,City of Toronto,3804.5,Not Available
2023,City of Toronto,5492.6,Not Available
2023,City of Toronto,8092.6,Not Available
2023,City of Toronto,18246.6,Not Available
2023,City of Toronto,450.9,Not Available
2023,City of Toronto,2752,Not Available
2023,City of Toronto,13510.1,Not Available
2023,City of Toronto,2744.8,Not Available
2023,City of Toronto,41.1,Not Available
2023,City of Toronto,7235,50.8
2023,City of Toronto,511619.7,Not Available
2023,City of Toronto,22346.4,Not Available
2023,City of Toronto,7951.8,Not Available
2023,City of Toronto,2638.1,Not Available
2023,City of Toronto,13324.6,Not Available
2023,City of Toronto,16471.1,Not Available
2023,City of Toronto,5975.1,Not Available
2023,City of Toronto,1364.8,Not Available
2023,City of Toronto,4424.9,Not Available
2023,City of Toronto,7850.2,Not Available
2023,City of Toronto,3650.8,Not Available
2023,City of Toronto,641.2,Not Available
2023,City of Toronto,5317.7,Not Available
2023,City of Toronto,24198.3,Not Available
2023,City of Toronto,4113.6,Not Available
2023,City of Toronto,8826.1,Not Available
2023,City of Toronto,14659.5,Not Available
2023,City of Toronto,3314.2,Not Available
2023,City of Toronto,31397.8,Not Available
2023,City of Toronto,999080.6,1170.4
2023,City of Toronto,650772.4,464.7
2023,City of Toronto,536722.3,1208.2
2023,City of Toronto,1247566.2,1311.4
2023,City of Toronto,497896.1,2041.1
2023,City of Toronto,820629.3,2295
2023,City of Toronto,564646.6,1666.5
2023,City of Toronto,660068.9,1595.5
2023,City of Toronto,394407.7,1466.5
2023,City of Toronto,665802.5,3122.3
2023,City of Toronto,585940.3,1429.6
2023,City of Toronto,789061.6,3098.6
2023,City of Toronto,1302388,3411.5
2023,City of Toronto,1018369.3,2191.4
2023,City of Toronto,672026.6,2477.6
2023,City of Toronto,380204.2,2003.8
2023,City of Toronto,550453.8,625
2023,City of Toronto,22646.6,Not Available
2023,City of Toronto,15598.6,Not Available
2023,City of Toronto,368636.9,710.8
2023,City of Toronto,488509.7,2398.3
2023,City of Toronto,1475027.6,6710.5
2023,City of Toronto,46255.9,Not Available
2023,City of Toronto,1599780.6,2401.9
2023,City of Toronto,4322.8,Not Available
2023,City of Toronto,502867.1,1575.5
2023,City of Toronto,5386033.9,19707.1
2023,City of Toronto,154343.4,327.6
2023,City of Toronto,297419,2518.8
2023,City of Toronto,8966197.1,12098
2023,City of Toronto,406373.7,1771.4
2023,City of Toronto,158260.1,633.9
2023,City of Toronto,2855001.6,7156.9
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,149755.6,25.1
2023,City of Toronto,2464999.1,18328.2
2023,City of Toronto,667502.3,160.9
2023,City of Toronto,313294.5,570.8
2023,City of Toronto,435768.8,1126.6
2023,City of Toronto,110985.2,321
2023,City of Toronto,174980.9,311.9
2023,City of Toronto,810565.2,1767.1
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,100202.7,381
2023,City of Toronto,108255.3,391.9
2023,City of Toronto,56291.5,157.4
2023,City of Toronto,248468.3,1046.4
2023,City of Toronto,269550.3,1002
2023,City of Toronto,32529.5,Not Available
2023,City of Toronto,95217.4,377.9
2023,City of Toronto,434720.5,872.9
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,59980.6,146.6
2023,City of Toronto,77745.4,334.6
2023,City of Toronto,129173.3,346
2023,City of Toronto,104432.8,Not Available
2023,City of Toronto,188312.8,Not Available
2023,City of Toronto,288079.1,1447.1
2023,City of Toronto,353402.7,770.6
2023,City of Toronto,310828.2,1058.3
2023,City of Toronto,104820.4,896.2
2023,City of Toronto,530899.9,2111.6
2023,City of Toronto,186921.1,817.9
2023,City of Toronto,153874.5,Not Available
2023,City of Toronto,89658.5,107.3
2023,City of Toronto,96052.9,338.4
2023,City of Toronto,979144.7,2266.4
2023,City of Toronto,367309.8,457.5
2023,City of Toronto,64851.4,292
2023,City of Toronto,216226.9,469.2
2023,City of Toronto,41864.2,73.9
2023,City of Toronto,112662.2,645.5
2023,City of Toronto,99482.6,315.4
2023,City of Toronto,134736.9,770.9
2023,City of Toronto,39490.7,132.5
2023,City of Toronto,111865,444.8
2023,City of Toronto,177336.5,479.1
2023,City of Toronto,230908.8,145.1
2023,City of Toronto,87221.6,Not Available
2023,City of Toronto,121352.4,26.4
2023,City of Toronto,173586.4,864.7
2023,City of Toronto,1098360.1,2836.8
2023,City of Toronto,192353.5,2105.5
2023,City of Toronto,57790.3,438.6
2023,City of Toronto,95030.9,381.4
2023,City of Toronto,296799.3,1228.4
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,Not Available,446.2
2023,City of Toronto,121718.2,764.7
2023,City of Toronto,126770.3,212.9
2023,City of Toronto,160814.8,329.9
2023,City of Toronto,74222.6,553.8
2023,City of Toronto,103733.9,734.6
2023,City of Toronto,1532132.9,835
2023,City of Toronto,2425899.5,5989.4
2023,City of Toronto,2230577.3,5296.8
2023,City of Toronto,63876,226.9
2023,City of Toronto,9899.9,Not Available
2023,City of Toronto,134836.3,452.3
2023,City of Toronto,245971,Not Available
2023,City of Toronto,124939,439
2023,City of Toronto,249584.3,993.6
2023,City of Toronto,216971.9,717.6
2023,City of Toronto,22333.2,183.4
2023,City of Toronto,71538.4,506.2
2023,City of Toronto,68796.9,288.9
2023,City of Toronto,582854.3,867.2
2023,City of Toronto,131321,708.6
2023,City of Toronto,137760.4,753.6
2023,City of Toronto,285350,836.7
2023,City of Toronto,170087.7,393.6
2023,City of Toronto,230106.1,1138.1
2023,City of Toronto,73243.3,272.1
2023,City of Toronto,62554.1,227.2
2023,City of Toronto,67138.6,Not Available
2023,City of Toronto,112137.9,206
2023,City of Toronto,48233.6,556.5
2023,City of Toronto,177579,209
2023,City of Toronto,8042839.1,15417.6
2023,City of Toronto,41982.5,430.4
2023,City of Toronto,161154,470.1
2023,City of Toronto,122042.2,401.6
2023,City of Toronto,56326.1,145.2
2023,City of Toronto,263105.9,862.4
2023,City of Toronto,483860,767.4
2023,City of Toronto,148010.9,501.1
2023,City of Toronto,212794.6,Not Available
2023,City of Toronto,11835.2,Not Available
2023,City of Toronto,38469.5,Not Available
2023,City of Toronto,11380.5,Not Available
2023,City of Toronto,173224.4,Not Available
2023,City of Toronto,10371.2,Not Available
2023,City of Toronto,18147.1,Not Available
2023,City of Toronto,26548.1,Not Available
2023,City of Toronto,377469.7,Not Available
2023,City of Toronto,8755.5,Not Available
2023,City of Toronto,18313.7,Not Available
2023,City of Toronto,7159.1,Not Available
2023,City of Toronto,35131,Not Available
2023,City of Toronto,3139,Not Available
2023,City of Toronto,11534.3,Not Available
2023,City of Toronto,18994.8,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,118969.3,Not Available
2023,City of Toronto,106314.3,Not Available
2023,City of Toronto,201108.3,Not Available
2023,City of Toronto,93876.4,Not Available
2023,City of Toronto,18513,Not Available
2023,City of Toronto,80834.5,Not Available
2023,City of Toronto,7003.1,Not Available
2023,City of Toronto,740944.3,Not Available
2023,City of Toronto,257582.6,Not Available
2023,City of Toronto,58204.8,Not Available
2023,City of Toronto,59115.4,Not Available
2023,City of Toronto,141987.9,Not Available
2023,City of Toronto,3598.6,Not Available
2023,City of Toronto,Not Available,Not Available
2023,City of Toronto,285787.2,Not Available
2023,City of Toronto,62674.8,Not Available
2023,City of Toronto,2794.9,Not Available
2023,City of Toronto,33599.8,Not Available
2023,City of Toronto,460009.8,Not Available
2023,City of Toronto,229312.1,Not Available
2023,City of Toronto,312413,Not Available
2023,City of Toronto,71359.6,Not Available
2023,City of Toronto,3286.8,Not Available
2023,City of Toronto,68184.7,Not Available
2023,City of Toronto,5788.5,Not Available
2023,City of Toronto,262716.9,Not Available
2023,City of Toronto,92866.6,Not Available
2023,City of Toronto,32924210.7,317049
